Ingredient,Quantity
taco bell bean burrito,200
taco bell burrito supreme w bf,200
taco bell burrito supreme w chick,200
taco bell burrito supreme w steak,200
taco bell nachos,200
taco bell nachos supreme,200
taco bell taco salad,200
"pizza hut 12"" chs pizza hand-tossed crust",200
"pizza hut 12"" chs pizza pan crust",200
"pizza hut 12"" chs pizza thin 'n crispy crust",200
"pizza hut 12"" pepperoni pizza hand-tossed crust",200
"pizza hut 12"" pepperoni pizza pan crust",200
"pizza hut 12"" super supreme pizza hand-tossed crust",200
"domino's 14"" chs pizza classic hand-tossed crust",200
"domino's 14"" chs pizza ultimate deep dish crust",200
"domino's 14"" chs pizza crunchy thin crust",200
"domino's 14"" pepperoni pizza classic hand-tossed crust",200
"domino's 14"" pepperoni pizza ultimate deep dish crust",200
"domino's 14"" extravaganzza fst pizza clssic hand-tossed crst",200
"papa john's 14"" chs pizza original crust",200
"papa john's 14"" pepperoni pizza original crust",200
"papa john's 14"" the works pizza original crust",200
"papa john's 14"" chs pizza thin crust",200
"little caesars 14"" original rnd chs pizza reg crust",200
"little caesars 14"" original rnd pepperoni pizza reg crust",200
"little caesars 14"" original rnd meat  veg pizza reg crust",200
"little caesars 14"" chs pizza lrg deep dish crust",200
"little caesars 14"" pepperoni pizza lrg deep dish crust",200
"little caesars 14"" chs pizza thin crust",200
"pizza hut 14"" chs pizza hand-tossed crust",200
"pizza hut 14"" chs pizza pan crust",200
"pizza hut 14"" chs pizza thin 'n crispy crust",200
"pizza hut 14"" pepperoni pizza hand-tossed crust",200
"pizza hut 14"" pepperoni pizza pan crust",200
"pizza hut 14"" super supreme pizza hand-tossed crust",200
"fast fd pizza chain 14"" pizza chs topping reg crust",200
"fast fd pizza chain 14"" pizza chs topping thick crust",200
"fast fd pizza chain 14"" pizza chs topping thin crust",200
"fast fd pizza chain 14"" pizza pepperoni topping reg crust",200
"fast fd pizza chain 14"" pizza pepperoni topping thick crust",200
"fast fd pizza chain 14"" pizza meat  veg topping reg crust",200
fast foods griddle cake sndwch egg chs  sausage,200
fast foods griddle cake sndwch sausage,200
fast foods griddle cake sndwch egg chs  bacon,200
mcdonald's chick mcnuggets,200
mcdonald's barbeque sau,200
mcdonald's creamy ranch sau,200
mcdonald's hot mustard sau,200
mcdonald's spicy buffalo sau,200
mcdonald's swt 'n sour sau,200
mcdonald's tangy honey mustard sau,200
mcdonald's hash brown,200
mcdonald's hotcakes (plain),200
mcdonald's bkd appl pie,200
mcdonald's bacon egg  chs mcgriddles,200
mcdonald's sausage mcgriddles,200
mcdonald's sausage egg  chs mcgriddles,200
mcdonald's vanilla red fat ice crm cone,200
mcdonald's strawberry sundae,200
mcdonald's hot caramel sundae,200
mcdonald's hot fudge sundae,200
mcdonald's pnuts (for sundaes),200
mcdonald's mcflurry w mm's candies,200
mcdonald's mcflurry w oreo cookies,200
mcdonald's sausage burrito,200
mcdonald's big brkfst,200
mcdonald's lofat caramel sau,200
mcdonald's double cheeseburger,200
mcdonald's double quarter pounder w chs,200
mcdonald's newman's own cobb drsng,200
mcdonald's newman's own creamy caesar drsng,200
mcdonald's newman's own lofat balsamic vinaigrette,200
mcdonald's newman's own ranch drsng,200
mcdonald's big mac (without big mac sauce),200
mcdonald's mcchicken sndwch,200
mcdonald's mcchicken sndwch (without mayonnaise),200
mcdonald's egg mcmuffin,200
mcdonald's sausage mcmuffin,200
mcdonald's sausage mcmuffin w egg,200
mcdonald's bacon egg  chs biscuit,200
mcdonald's sausage biscuit,200
mcdonald's sausage biscuit w egg,200
mcdonald's deluxe brkfst w syrup  margarine,200
mcdonald's hotcakes  sausage,200
mcdonald's hotcakes (with 2 pats margarine  syrup),200
mcdonald's bacon ranch salad w grilled chick,200
mcdonald's bacon ranch salad w crispy chick,200
mcdonald's bacon ranch salad wo chick,200
mcdonald's side salad,200
mcdonald's fruit 'n yogurt parfait,200
mcdonald's fruit 'n yogurt parfait (without granola),200
mcdonald's filet-o-fish (without tartar sauce),200
burger king croissan'wich w sausage egg  chs,200
burger king croissan'wich w sausage  chs,200
burger king croissan'wich w egg  chs,200
burger king french toast stks,200
burger king hash brown rounds,200
fast foods miniature cinn rolls,200
fast foods hamburger; double lrg paty; w condmnt veg  mayo,200
ft fds  hambrger; sin  lrg patty; w condmnts  veg  mayo,200
fast foods hmburgr; sng reg ptty; dbl bn w cndmnt  spl sau,200
fast foods cheeseburger; double reg patty; w condmnt,200
fast foods cheeseburger; double lrg patty; w condmnt,200
fast foods chesebrger; sing lrg paty; w condmnt veg  mayo,200
fast foods cheeseburger; single lrg patty; w condmnt,200
fast fds chseburger; double lrg patty; w condmnt veg  mayo,200
fast foods chsburgr; dbl rg ptty; dbl bn w cndmnt  spl sau,200
fast foods chick tenders,200
mcdonald's premium grilled chick classic sndwch,200
mcdonald's premium crispy chick classic sndwch,200
mcdonald's premium grilled chick club sndwch,200
mcdonald's premium crispy chick club sndwch,200
mcdonald's premium grilled chick ranch blt sndwch,200
mcdonald's premium crispy chick ranch blt sndwch,200
fast foods bagel w egg sausage patty chs  condmnt,200
fast foods bagel w brkfst steak egg chs  condmnt,200
light ice crm soft serve blended w milk choc candies,200
light ice crm soft serve blended w cookie pieces,200
popeyes biscuit,200
popeyes coleslaw,200
popeyes mild chick strips analyzed 2006,200
popeyes spicy chick strips analyzed 2006,200
kfc biscuit,200
kfc coleslaw,200
kfc crispy chick strips,200
kfc popcorn chick,200
kfc fried chick original recipe skn  breading,200
kfc fried chick original recipe breast meat nly skn brdng rd,200
kfc fried chick original recipe drumstk meat only skn brg rd,200
kfc fried chick original recipe thigh meat only skn brdng rd,200
kfc fried chick original recipe wing meat only skn brdng rd,200
kfc fried chick ex crispy skn  breading,200
kfc fried chick ex crispy breast meat only skn  brding rmvd,200
kfc fried chick ex crispy drumstk meat only skn  brdng rmvd,200
kfc fried chick ex crispy thigh meat only skn  brding rmvd,200
kfc fried chick ex crispy wing meat only skn  brding removd,200
kfc fried chick original recipe breast meat  skn w brding,200
kfc fried chick original recipe drumstk meat  skn w brding,200
kfc fried chick original recipe thigh meat  skn w breading,200
kfc fried chick original recipe wing meat  skn w breading,200
kfc fried chick ex crispy breast meat  skn w breading,200
kfc fried chick ex crispy drumstk meat  skn w breading,200
kfc fried chick ex crispy thigh meat  skn w breading,200
kfc fried chick ex crispy wing meat  skn w breading,200
popeyes  chick mild breast meat only skn  brding removed,200
popeyes fried chick mild drumstk meat only skn  breading re,200
popeyes fried chick mild skn  breading,200
popeyes fried chck mild thigh meat only skn  brding removed,200
popeyes fried chick mild wing meat only skn  brding removed,200
popeyes fried chick mild breast meat  skn w breading,200
popeyes fried chick mild drumstk meat  skn w breading,200
popeyes fried chick mild thigh meat  skn w breading,200
popeyes fried chick mild wing meat  skn w breading,200
grilled chick bacon  tomo clb sndwch w chs lettuce  mayo,200
crispy chick bacon  tomato club sndwch w chs letuce  mayo,200
yogurt parfait lowfat w fruit  granola,200
fast foods fried chick breast meat only skn  brding removed,200
fast foods fried chick drmstk meat only skn  brding removed,200
fast foods fried chick thigh meat only skn  breding removed,200
fast foods fried chick wing meat only skn  breading removed,200
fast foods fried chick skn  breading from all pieces,200
fast foods fried chick breast meat  skn  breading,200
fast foods fried chick drumstk meat  skn w breading,200
fast foods fried chick thigh meat  skn  breading,200
fast foods fried chick wing meat  skn  breading,200
digiorno pizza chs topping chs stuffed crust frz bkd,200
digiorno pizza chs topping rising crust frz bkd,200
digiorno pizza chs topping thin crispy crust frz bkd,200
digiorno pizza pepperoni topping chs stuffed crust frz bkd,200
digiorno pizza pepperoni topping rising crust frz bkd,200
digiorno pizza pepperoni topping thin crispy crust frz bkd,200
digiorno pizza supreme topping rising crust frz bkd,200
digiorno pizza supreme topping thin crispy crust frz bkd,200
"fast fd pizza chain 14"" pizza sausage topping thick crust",200
"fast fd pizza chain 14"" pizza sausage topping thin crust",200
"fast fd pizza chain 14"" pizza sausage topping reg crust",200
"fast fd pizza chain 14"" pizza pepperoni topping thin crust",200
fast foods taco w bf chs  lettuce soft,200
fast foods taco w chick lettuce  chs soft,200
fast foods quesadilla w chick,200
fast fds grilled chick filet sndwch w lettuce tomato  sprd,200
"pizza hut 14"" pepperoni pizza thin 'n crispy crust",200
"domino's 14"" pepperoni pizza crunchy thin crust",200
"domino's 14"" sausage pizza crunchy thin crust",200
"domino's 14"" sausage pizza classic hand-tossed crust",200
"domino's 14"" sausage pizza ultimate deep dish crust",200
"pizza hut 14"" sausage pizza thin 'n crispy crust",200
"pizza hut 14"" sausage pizza hand-tossed crust",200
"pizza hut 14"" sausage pizza pan crust",200
kashi pizza rstd veg frz unprep,200
kashi pizza mushroom trio  spinach frz unprep,200
kashi pizza margherita frz unprep,200
kashi pizza mediterranean frz unprep,200
pizza chs topping thin crust frz ckd,200
burger king double cheeseburger,200
wendy's double stack w chs,200
wend'ys crispy chick sndwch,200
burger king onion rings,200
wendy's dave's hot 'n juicy 14 lb single,200
"fast fd pizza chain 14"" pizza chs topping stuffed crust",200
"pizza hut 14"" chs pizza stuffed crust",200
kashi pizza greek tzatziki single serve frz unprep,200
kashi pizza tikka masala single serve frz unprep,200
morningstar farms pizza baja black bean single serve frz unp,200
kashi pizza mushroom  spinach single serve frz unprep,200
fast foods crispy chick in tortilla w lttc chs  ranch sau,200
fast foods grilled chick in tortilla w lttc chs  ranch sau,200
fast foods brkfst burrito w egg chs  sausage,200
fast foods breadstick soft prep w garlic  parmesan chs,200
fast foods strwby banana smth made w ice  low-fat yogurt,200
mcdonald's southern style chick biscuit,200
mcdonald's ranch snack wrap crispy,200
mcdonald's ranch snack wrap grilled,200
pizza hut breadstick parmesan garlic,200
chick-fil-a chick sndwch,200
arby's rst bf sndwch classic,200
school lunch pizza chs topping thin crust whl grain frz ckd,200
school lunch pizza chs topping thick crust whl grain frz ckd,200
school lunch pizza peppi topping thin crust whl grn frz ckd,200
school lunch pizza pepp topping thick crust whl grn frz ckd,200
school lunch pizza ssage topping thin crst whl grain frz ckd,200
school lunch pizza sausage top thick crust whl grn frz ckd,200
school lunch chick patty whl grain breaded,200
school lunch chick nuggets whl grain breaded,200
worthington foods morningstar farms garden vege patties frz,200
worthington foods morningstar farms deli franks,200
morningstar farms grillers brgr styl recipe crmbl frz unprep,200
worthington foods morningstar farms better'n burgers frz,200
morningstar farms brkfst sausage patties frz unprep,200
worthington foods morningstar farms spicy black bean burger,200
loma linda big franks cnd unprep,200
macaroni  chs cnd entree,200
spaghetti w meat sau frz entree,200
beef macaroni w tomato sau frz entree red fat,200
pasta wsliced franks in tomato sau cnd entree,200
turkey pot pie frz entree,200
beef pot pie frz entree prep,200
hot pockets croissant pockts chik brocchdr stufd sndwch frz,200
hot pockets ham 'n chs stuffed sndwch frz,200
ravioli cheese-filled cnd,200
ravioli meat-filled w tomato sau or meat sau cnd,200
tortellini pasta w chs filling fresh-refrigerated,200
pizza meat topping thick crust frz ckd,200
pizza pepperoni topping reg crust frz ckd,200
chili con carne wbns cnd entree,200
beef stew canned entree,200
chicken pot pie frz entree prep,200
beef corned bf hash w potato cnd,200
lasagna chs frz prep,200
chili no bns cnd entree,200
spaghetti w meatballs in tomato sau cnd,200
pasta w tomato sau no meat cnd,200
lasagna w meat  sau low-fat frz entree,200
lasagna w meat  sau frz entree,200
burrito bf  bean frz,200
burrito  bean and cheese  frozen,200
macaroni  chs cnd microwavable,200
burrito bf  bean microwaved,200
campbell's spaghettios mini bf ravioli in meat sau,200
campbell's spaghettios spaghetti in tomato  chs sau,200
campbell's spaghettios spaghettios original,200
campbell's spaghettios spaghettios a to z's,200
campbell's spaghettios spaghettios in meat sau,200
campbell's spaghettios spaghettios plus ca,200
campbell's spaghettios raviolios bf ravioli in meat sau,200
spaghettios spaghettios w meatballs,200
spaghettios spaghettios w sliced franks,200
campbell's spaghettios spaghettios a to z's w meatballs,200
supper bakes meal cheesy chick w pasta (chick not included),200
supper bakes meal kits creamy stroganoff sau w pasta,200
supper bakes meal kits garlic chick w pasta,200
supper bakes meal kits herb chick w rice,200
supper bakes meal kits lemon chick w herb rice,200
supper meal kits savory pork chops w herb stuffing,200
supper bakes meal kits southwestern-style chick wrice,200
supper bakes meal chick w stuffing (chick not included),200
swanson chick a la king,200
swanson chick  dumplings,200
egg rolls pork refr htd,200
egg rolls chick refr htd,200
egg rolls veg frz prep,200
lasagna veg frz bkd,200
tky stuffing mshd potato wgravy assorted veg frz microwave,200
rice bowl w chick frz entree prep,200
macaroni  chs dinner w dry sau mix boxed unckd,200
mac  chs dry mix prep w 2 milk  80 stk margarine dry mx,200
hot pockets meatballs  mozzarella stuffed sndwch frz,200
lean pockets ham n cheddar,200
lean pockets meatballs  mozzarella,200
campbell's spaghettios original easy open,200
campbell's spaghettios w meatballs -,200
chili w bns microwavable bowls,200
macaroni  chs frz entree,200
potato salad w egg,200
pulled pork in barbecue sau,200
corn dogs frz prep,200
chicken nuggets dk  white meat preckd frz not rehtd,200
chicken nuggets white meat preckd frz not rehtd,200
ravioli chs w tomato sau frz not prep incl reg  lt entrees,200
lasagna w meat sau frz prep,200
chicken tenders breaded frz prep,200
kashi black bean mango frz unprep,200
kashi chick  chipotle bbq sau w mango frz entree,200
kashi chick enchilada w ancho sau frz entree,200
kashi steam meal chick fettuccine frz entree,200
kashi chick florentine frz entree,200
kashi chick pasta pomodoro frz entree,200
kashi lemongrass cocnt chick frz entree,200
kashi mayan harvest bake frz unprep,200
kashi pesto pasta primavera frz unprep,200
kashi pilaf 7 whl grain unprep,200
kashi red curry chick frz entree,200
kashi steam meal rstd garlic chick farfalle frz entree,200
kashi steam meal sesame chick frz entree,200
kashi southwest style chick frz entree,200
kashi spicy black bean enchilada frz unprep,200
kashi spinach artichoke pasta frz unprep,200
kashi swt  sour chick frz entree,200
kashi three chs penne frz unprep,200
kashi tuscan veggie bake frz entree,200
rice  vermicelli mix chick flavor unprep,200
rice  vermicelli mix chick flavor prep w 80 margarine,200
"beef shldr pot rst or stk bnls ln  fat 0"" fat all grds r",200
"beef shrt loin prtrhs steak lnfat 18""fat all grds raw",200
"beef shrt ln prtrhs stk ln  fat 18"" fat all grds ckd grlld",200
"beef shrt loin prtrhs steak lnfat 18""fat sel raw",200
"beef shrt loin prtrhs stk l  f 18"" f sel ckd grilled",200
"beef shrt loin t-bone steak lnfat 18""fat all grds raw",200
"beef shrt ln t-bne stek ln  fat 18"" fat all grds ckd grlld",200
"beef shrt loin t-bone steak lnfat 18""fat sel raw",200
"beef shrt loin t-bone steak ln  fat 18"" fat sel ckd grlld",200
"beef rnd knuckle tip side steak ln  fat 0"" fat choic raw",200
"bf rnd knuckle tip side steak ln  fat 0"" fat ch ckd grilled",200
"beef rnd knuckle tip side steak ln  fat 0"" fat sel raw",200
"bf rnd knuckle tip side steak ln  fat 0"" fat se ckd grilled",200
"bf chk clod shldr tender medallion ln  fat 0"" fat choic raw",200
"bf chk clod shdr tndr med ln  fat 0"" fat ch ckd grilled",200
"bf chk clod shldr tender medallion ln  fat 0"" fat sel raw",200
"beef chuck shldr clod top  cntr  stk ln  fat 0"" fat ch raw",200
"bf chk shldr clod top  cntr stk ln  fat 0"" fat ch ckd grld",200
"bf chuck shldr clod  top  cntr stk ln  fat 0"" fat sel raw",200
"bf chk  clod top  cntr stk ln  fat 0"" fat sel ckd grld",200
"bf chk shldr clod top blade steak ln  fat 0"" fat choic raw",200
"bf chk clod top blade steak ln  fat 0"" fat ch ckd grilled",200
"bf chuck shldr clod top blade steak ln  fat 0"" fat sel raw",200
"bf chk clod top blade steak ln  fat 0"" fat sel ckd grilled",200
"beef rnd knuckle tip cntr steak ln  fat 0"" fat choic raw",200
"bf rnd knuckle tip cntr stk ln  fat 0"" fat choic ckd grld",200
"beef rnd knuckle tip cntr steak ln  fat 0"" fat sel raw",200
"bf rnd knuckle tip cntr steak ln  fat 0"" fat se ckd grilled",200
"bf rnd outside rnd bttm rnd steak ln  fat 0"" fat choic raw",200
"bf rnd out rnd bttm rnd stk ln  fat 0"" fat ch ckd grilled",200
"beef rnd outside rnd bttm rnd steak ln  fat 0"" fat sel raw",200
"beef rnd out rnd bttm rnd stk ln  fat 0"" fat sel ckd grld",200
"bf chk cld shldr tndr medallion ln  fat 0"" fat all grds raw",200
"bf chk cld shdr tndr med ln  fat 0"" fat all grds ck grld",200
"beef rnd knuckle tip side steak ln  fat 0"" fat all grds raw",200
"bf rnd knuck tip side stk ln  fat 0"" fat all grds ckd grld",200
"bf chuck clod top  cntr steak ln  fat 0"" fat all grds raw",200
"beef chck clod shldr topcntr stks ln  ft 0"" all grds grld",200
"beef chuck clod top blade steak ln  fat 0"" fat all grds raw",200
"bf chuck clod top blade stk ln  fat 0"" fat all ckd grld",200
"beef rnd knuckle tip cntr steak ln  fat 0"" fat all grds raw",200
"bf rnd knuckle tip cntr stk ln  fat 0"" fat all ckd grld",200
"bf rnd outside rnd bttm rnd steak ln  fat 0"" fat all raw",200
"bf rnd out rnd bttm rnd stk ln  fat 0"" fat all grds ck grld",200
"bf chk  clod shldr tender med ln  fat 0"" fat se ckd grilled",200
"beef chuck shrt ribs bnless ln 0"" fat choic raw",200
"beef chuck shrt ribs bnless ln 0"" fat sel raw",200
"beef chuck shrt ribs bnless ln 0"" fat all grds raw",200
"beef chuck eye country-style ribs bnless ln 0"" fat choic ckd",200
"beef chuck eye country-style ribs bnless ln 0"" fat sel ckd b",200
"bf chk eye cntry-stl ribs bnls ln 0"" fat all grds  ckd  brsd",200
"beef chuck eye country-style ribs bnless ln 0"" fat choic raw",200
"beef chuck eye country-style ribs bnless ln 0"" fat sel raw",200
"beef chk eye country-style ribs bnls ln 0"" fat all grds  raw",200
"beef chuck eye steak bnless ln 0"" fat choic ckd grilled",200
"beef chuck eye steak bnless ln 0"" fat sel ckd grilled",200
"beef chuck eye steak bnless ln 0"" fat all grds ckd grilled",200
"beef chuck eye steak bnless ln 0"" fat choic raw",200
"beef chuck eye steak bnless ln 0"" fat sel raw",200
"beef chuck eye steak bnless ln 0"" fat all grds raw",200
"beef shldr pot rst bnless ln 0"" fat choic ckd brsd",200
"beef shldr pot rst bnless ln 0"" fat sel ckd brsd",200
"beef shldr pot rst bnless ln 0"" fat all grds ckd brsd",200
"beef chuck mock tender steak bnless ln 0"" fat choic ckd brsd",200
"beef chuck mock tender steak bnless ln 0"" fat sel ckd brsd",200
"beef chk mock tender stk bnls ln 0"" fat all grds ckd brsd",200
"beef chuck mock tender steak bnless ln 0"" fat choic raw",200
"beef chuck mock tender steak bnless ln 0"" fat sel raw",200
"beef chuck mock tender steak bnless ln 0"" fat all grds raw",200
beef chuck for stew ln  fat all grds ckd brsd,200
beef chuck for stew ln  fat sel ckd brsd,200
beef chuck for stew ln  fat choic ckd brsd,200
beef chuck for stew ln  fat all grds raw,200
beef chuck for stew ln  fat sel raw,200
beef chuck for stew ln  fat choic raw,200
"beef chuck under blade steak bnless ln 0"" fat choic ckd brsd",200
"beef chuck under blade steak bnless ln 0"" fat sel ckd brsd",200
"beef chuck und bl steak bnls ln 0"" fat all grds ckd brsd",200
"beef chk und bld  pot rst bnl ln  fat 0"" fat all gr ckd br",200
"beef rib eye stk bnles lip-on ln 18"" fat all grds ckd grld",200
"beef rib eye rst bone-in lip-on ln 18"" fat choic ckd rstd",200
"beef chk und bl pot rststk bnl ln  ft 0"" ft  all gr  raw",200
"beef chk und bl pot rst or stk bnl ln  fat 0"" fat  ch  raw",200
"beef chk und bl pot rststeak bnl ln  fat 0"" fat  sel  raw",200
beef chk und bl cntr stk bnl den cut ln  fat  all gr  ckd,200
"beef chk und ble cntr stk bnl den ct lnft  0"" ft ch ckd gld",200
"beef chk undbl cntr stk bnl den ct lnfat  0"" ft sel ckd gld",200
"beef chk und bl cntr stk bnl den cut ln  ft 0""ft all gr  rw",200
"beef chk undble cntr stk bnl denr cut ln  fat 0""fat  ch  rw",200
"beef chk und ble cntr stk bnl den cut ln  ft 0""ft  sel rw",200
"beef shldr pot rst or steak bnless ln  fat 0"" fat choic raw",200
"beef shldr pot rst or steak bnless ln  fat 0"" fat sel raw",200
"beef chk eye rst bnls a bf rst ln  fat 0"" all grd ckd rstd",200
"beef chk eye rst bnls a bf rst ln  fat 0"" ch ckd rstd",200
"beef chck eye rst bnls a bf rst ln  fat 0"" sel c rstd",200
"beef chuck under blade steak bnless ln  fat 0"" fat all grds",200
"beef chuck under blade steak bnless ln  fat 0"" fat choic ck",200
"beef chuck under blade steak bnless ln  fat 0"" fat sel ckd ",200
"beef chk mock tndr stk bnl ln  fat 0"" fat all grds  ckd",200
"beef chuck mock tender steak bnless ln  fat 0"" fat choic ck",200
"beef chuck mock tender steak bnless ln  fat 0"" fat sel ckd ",200
"beef chk mock ten stk bnl ln  fat 0"" fat all grds  ckd",200
"beef chk mock tender steak bnless ln  fat 0"" fat choic raw",200
"beef chuck mock tender steak bnless ln  fat 0"" fat sel raw",200
"beef chuck shrt ribs bnless ln  fat 0"" fat all grds ckd brs",200
"beef chuck shrt ribs bnless ln  fat 0"" fat choic ckd brsd",200
"beef chuck shrt ribs bnless ln  fat 0"" fat sel ckd brsd",200
"beef chuck shrt ribs bnless ln  fat 0"" fat all grds raw",200
"beef chuck shrt ribs bnless ln  fat 0"" fat choic raw",200
"beef chuck shrt ribs bnless ln  fat 0"" fat sel raw",200
"beef shldr pot rst bnless ln  fat 0"" fat all grds ckd brsd",200
"beef shldr pot rst bnless ln  fat 0"" fat choic ckd brsd",200
"beef shldr pot rst bnless ln  fat 0"" fat sel ckd brsd",200
"beef chk eye ctry-style ribs bnl ln  fat 0"" fat all gr  ckd",200
"beef chk eye cntry-styl ribs bnl ln  fat 0"" fat choice  ckd",200
"beef chk eye cntry-style ribs bnl ln  fat 0"" fat sel  ckd",200
"beef chk eye cntry-style ribs bnl ln  fat 0"" fat all gr raw",200
"beef chk eye cntry-style ribs bnl ln  fat 0"" fat choice raw",200
"beef chk eye cntry-style ribs bnl ln  fat 0"" fat sel raw",200
"beef chuck eye steak bnless ln  fat 0"" fat all grds ckd gr",200
"beef chk eye steak bnless ln  fat 0"" fat choic ckd grilled",200
"beef chuck eye steak bnless ln  fat 0"" fat sel ckd grilled",200
"beef chuck eye steak bnless ln  fat 0"" fat all grds raw",200
"beef chuck eye steak bnless ln  fat 0"" fat choic raw",200
"beef chuck eye steak bnless ln  fat 0"" fat sel raw",200
"beef rib eye rst bne-in lip-on ln 18"" ft all grds ckd rstd",200
"beef rib eye rst bone-in lip-on ln 18"" fat sel ckd rstd",200
"beef rib eye steak bnles lip-on ln 18"" fat choic ckd grild",200
"beef rib eye steak bnless lip-on ln 18"" fat sel ckd grilled",200
"beef rib eye stkrst bone-in lip-on ln 18"" fat all grds raw",200
"beef rib eye steakrst bone-in lip-on ln 18"" fat choic raw",200
"beef rib eye steakroast bone-in lip-on ln 18"" fat sel raw",200
"beef rib eye stkrst bnless lip-on ln 18"" fat all grds raw",200
"beef rib eye steakroast bnless lip-on ln 18"" fat choic raw",200
"beef rib eye steakroast bnless lip-on ln 18"" fat sel raw",200
"beef rib eye stk bne-in lip-on ln 18"" fat all grds ckd grld",200
"beef rib eye steak bone-in lip-on ln 18"" fat choic ckd grld",200
"beef rib eye steak bone-in lip-on ln 18"" fat sel ckd grild",200
"beef rib eye rst bnless lip-on ln 18"" fat all grds ckd rstd",200
"beef rib eye rst bnless lip-on ln 18"" fat choic ckd rstd",200
"beef rib eye rst bnless lip-on ln 18"" fat sel ckd rstd",200
"beef plate stk bnle insde skrt ln 0"" fat all grds ckd grld",200
"beef plate steak bnless inside skirt ln 0"" fat all grds raw",200
"beef plate stk bnles inside skirt ln 0"" fat choic ckd grld",200
"beef plate steak bnless inside skirt ln 0"" fat choic raw",200
"beef plate steak bnless inside skirt ln 0"" fat sel ckd grild",200
"beef plate steak bnless inside skirt ln 0"" fat sel raw",200
"beef plate stk bnles otsde skirt ln 0"" fat all grds ckd grld",200
"beef plate steak bnless outside skirt ln 0"" fat all grds raw",200
"beef plate steak bnls outside skirt ln 0"" fat choic ckd grld",200
"beef plate steak bnless outside skirt ln 0"" fat choic raw",200
"beef plate steak bnless outside skirt ln 0"" fat sel ckd grld",200
"beef plate steak bnless outside skirt ln 0"" fat sel raw",200
"beef rib eye steak bnless lip off ln 0"" fat all grds ckd gri",200
"beef rib eye steak bnless lip off ln 0"" fat all grds raw",200
"beef rib eye steak bnless lip off ln 0"" fat choic ckd grille",200
"beef rib eye steak bnless lip off ln 0"" fat choic raw",200
"beef rib eye steak bnless lip off ln 0"" fat sel ckd grilled",200
"beef rib eye steak bnless lip off ln 0"" fat sel raw",200
"beef rib back ribs bone-in ln 0"" fat all grds ckd brsd",200
"beef rib back ribs bone-in ln 0"" fat all grds raw",200
"beef rib back ribs bone-in ln 0"" fat choic ckd brsd",200
"beef rib back ribs bone-in ln 0"" fat choic raw",200
"beef rib back ribs bone-in ln 0"" fat sel ckd brsd",200
"beef rib back ribs bone-in ln 0"" fat sel raw",200
"beef rib eye stk bne-in lip-on ln  ft 18"" fat choc ckd grl",200
"beef rib eye stk bne-in lip-on ln  ft 18"" fat sel ckd grld",200
"beef rib eye stk bn-in lip-on ln  ft 18"" ft al gds ckd grl",200
"beef rib eye rst bne-in lip-on ln  fat 18"" ft chc ckd rst",200
"beef rib eye rst bne-in lip-on ln  fat 18"" fat sel ckd rst",200
"beef rib eye rst bne-in lp-on ln  ft 18"" ft al grd ckd rst",200
"beef rib eye stkrst bne-in ip-on ln  ft 18"" ft al grds rw",200
"beef rib eye stkrst bne-in lip-on ln  fat 18"" fat chc raw",200
"beef rib eye stkrst bone-in lip-on ln  fat 18"" fat sel rw",200
"beef rib eye steak bnls lip-on ln  fat 18"" fat chc ckd grd",200
"beef rib eye stk bnls lip-on ln  fat 18"" fat sel ckd gild",200
"beef rib eye stk bnls lip-on ln  ft 18"" ft al grd ckd grld",200
"beef rib eye rst bnls lp-on ln  ft 18"" ft all grd ckd rstd",200
"beef rib eye rst bnles lip-on ln  fat 18"" fat chc ckd rstd",200
"beef rib eye rst bnles lip-on ln  fat 18"" fat sel ckd rstd",200
"beef rib eye stkrst bnls lip-on ln  fat 18"" fat al grd rw",200
"beef rib eye steakrost bnls lip-on ln  fat 18"" fat chc rw",200
"beef rib eye steakrost bnls lip-on ln  fat 18"" fat sel rw",200
"beef plte stk bnls insd skrt ln  fat 0"" fat all grd ckd grl",200
"beef plate stk bnlss insde skrt ln  fat 0"" fat chc ckd grld",200
"beef plate stk bnles insde skrt ln  fat 0"" fat sel ckd grld",200
"beef plate stek bnls insde skrt ln  fat 0"" fat all grds rw",200
"beef plate steak bnless inside skirt ln  fat 0"" fat choc rw",200
"beef plate steak bnless inside skirt ln  fat 0"" fat sel raw",200
beef ground unspec fat content ckd,200
"beef plte stk bnls outsd skrt ln  fat 0"" ft al grd ckd grld",200
"beef plate stk bnls outsd skrt ln  fat 0"" ft chc ckd grld",200
"beef plate stk bnls otsde skrt ln  fat 0"" fat sel ckd grild",200
"beef plate stek bnls outsde skrt ln  fat 0"" fat all grds rw",200
"beef plate steak bnls outside skrt ln  fat 0"" fat choic raw",200
"beef plate steak bnless outside skirt ln  fat 0"" fat sel rw",200
"beef rib eye stk bnls lip of ln  fat 0"" ft al grds ckd grld",200
"beef rib eye steak bnls lip off ln  fat 0"" fat chc ckd grld",200
"beef rib eye stek bnles lip off ln  fat 0"" fat sel ckd grld",200
"beef rib eye steak bnless lip off ln  fat 0"" fat all grd rw",200
"beef rib eye steak bnless lip off ln  fat 0"" fat choic raw",200
"beef rib eye steak bnless lip off ln  fat 0"" fat sel raw",200
"beef rib back ribs bone-in ln  fat 0"" fat all grds ckd brsd",200
"beef rib back ribs bone-in ln  fat 0"" fat choic ckd brsd",200
